timestamp,attacker_name,tactic,technique,attack_vector,severity,affected_system,ip_address,user_account,region,status
2023-08-28 23:02:48.677913,Katherine Howard,Collection,Spearphishing Attachment,Phishing,Critical,reality,145.42.188.25,meredith92,US,Failed
2022-12-22 07:52:39.014689,Christine Crane,Initial Access,Data Encrypted,Email,Critical,whose,58.134.181.225,randy20,Australia,Successful
2024-04-27 15:03:40.594216,Heather Miranda,Execution,Ransomware,Email,High,Mr,104.140.158.239,ubraun,Australia,Failed
2024-01-20 23:59:47.767418,Michael Davila,Initial Access,Access Token Manipulation,Web,Low,again,43.51.216.209,jason62,South America,Failed
2020-09-21 20:51:15.464986,Pamela Fletcher,Collection,Network Sniffing,Phishing,Critical,model,176.206.43.145,david90,Europe,Successful
2023-04-29 14:36:15.283490,Elizabeth Sharp,Persistence,Ransomware,Network,Critical,effect,154.110.189.37,normanethan,Africa,Successful
2022-02-12 18:54:26.509150,Michelle Murphy,Credential Access,Command and Scripting Interpreter,Phishing,Low,truth,189.236.105.190,daviddavis,Europe,Successful
2022-06-16 00:35:21.382505,Linda Wallace,Collection,Taint Shared Content,Web,Medium,protect,146.110.201.167,isaac64,Asia,Successful
2023-03-05 17:20:43.275190,Sydney Mcfarland,Impact,PowerShell,Web,Low,decide,182.102.131.102,tiffany27,Australia,Successful
2022-12-29 06:12:03.038435,Crystal Miller,Persistence,Access Token Manipulation,Email,High,store,24.232.45.128,patrickrodriguez,Asia,Successful
2020-06-08 02:13:45.065769,Sabrina Morgan,Lateral Movement,Network Sniffing,Email,High,design,206.160.27.66,ray48,South America,Failed
2022-10-05 00:25:01.480180,Maria Rocha,Execution,Phishing,Email,Medium,beyond,118.89.193.27,merrittdiana,South America,Successful
2021-10-24 07:22:57.119662,Joshua Skinner,Persistence,Taint Shared Content,Web,Critical,run,205.35.105.22,samuelbailey,Europe,Failed
2024-06-10 13:23:46.858681,Jacob Alvarez,Lateral Movement,Access Token Manipulation,Web,Low,I,164.235.113.233,simoncharles,Europe,Successful
2022-07-07 16:41:05.603150,Nathaniel Rodriguez,Persistence,Network Sniffing,Network,Low,individual,73.214.208.251,qtucker,Australia,Failed
2023-05-16 20:58:02.519643,Dustin Baldwin,Persistence,PowerShell,Phishing,Critical,tend,34.176.201.34,jimmy21,South America,Failed
2022-06-30 21:50:22.237619,David Silva,Execution,Access Token Manipulation,Phishing,Medium,end,13.31.175.238,solomoncaitlin,Europe,Successful
2023-03-31 17:00:51.963364,Joseph Mills,Credential Access,Data Encrypted,Network,Critical,television,118.44.76.151,elizabeth84,Asia,Failed
2021-05-10 10:51:08.089787,Douglas Norman,Persistence,Data Encrypted,Email,Medium,truth,96.183.113.93,jacksonalbert,US,Successful
2020-06-26 21:51:09.466187,Jessica Ferguson,Collection,Exploitation of Vulnerability,Network,Medium,view,80.80.189.14,cynthiawilliamson,South America,Failed
2023-03-09 07:46:40.124853,Robert Glover,Execution,PowerShell,Web,Critical,thus,56.149.169.167,christopher73,South America,Failed
2023-12-13 12:27:52.953206,Thomas Murray,Discovery,Ransomware,USB,High,against,131.193.64.251,sanderson,Africa,Failed
2024-07-14 18:19:01.754071,Joshua Sanchez,Impact,Data Encrypted,USB,Medium,should,75.240.3.67,amanda87,Australia,Successful
2024-09-11 04:50:50.119796,Kenneth Ramos,Impact,Phishing,Phishing,Low,notice,83.108.119.107,gravesandrew,Asia,Successful
2020-11-02 14:48:48.717456,Scott Decker,Credential Access,Taint Shared Content,Email,Low,crime,23.15.150.154,rflores,Asia,Failed
2021-08-29 12:49:44.420850,Emily Gallegos,Exfiltration,Command and Scripting Interpreter,Web,Low,especially,176.0.225.113,alexis43,Australia,Failed
2024-02-21 13:12:54.778478,Justin Lucas,Credential Access,Access Token Manipulation,USB,High,choose,57.9.189.85,kanderson,Asia,Failed
2022-03-24 14:24:30.773875,Danielle Aguirre,Persistence,Network Sniffing,Email,Medium,in,173.103.65.87,william94,Asia,Failed
2020-11-16 09:02:41.046197,Christina Hardy MD,Collection,Credential Dumping,Web,Critical,year,189.254.53.232,slane,Australia,Failed
2024-11-08 01:39:15.732246,Tracy Daugherty,Credential Access,Phishing,USB,Critical,ahead,158.160.23.155,boyercarol,Asia,Failed
2020-01-19 21:23:12.041186,Anthony Miller,Defense Evasion,Exploitation of Vulnerability,Email,Critical,main,36.250.226.32,stacy85,US,Failed
2021-02-09 12:28:31.054435,Michael Brooks,Collection,Phishing,USB,Medium,manager,106.139.144.36,stephenestrada,Europe,Failed
2020-07-22 02:30:58.073901,Zachary Vance,Lateral Movement,Data Encrypted,USB,Medium,three,193.4.150.20,sarawoodard,Africa,Successful
2021-07-13 09:33:22.819401,Corey Scott,Privilege Escalation,Data Encrypted,Network,High,notice,219.31.95.37,garciabrandon,US,Failed
2024-07-19 06:24:49.713242,Anita Newton,Collection,Access Token Manipulation,Network,Critical,interview,135.47.224.238,tracy59,Africa,Failed
2022-06-29 08:14:48.419663,James Rosario,Defense Evasion,Exploitation of Vulnerability,Network,Critical,sense,192.196.79.78,ydiaz,Australia,Successful
2024-08-16 08:54:14.631425,Laurie Alexander,Exfiltration,Exploitation of Vulnerability,USB,Low,purpose,10.20.29.237,kevin21,US,Failed
2022-11-14 13:17:02.002474,Sarah Mcfarland,Exfiltration,Network Sniffing,Web,Low,company,193.236.142.246,cheryl06,Australia,Successful
2022-07-27 12:15:28.217190,Ricky Torres Jr.,Collection,PowerShell,Network,Critical,shoulder,87.247.144.123,amanda03,Asia,Failed
2023-12-30 07:21:51.604251,Troy Coleman,Collection,Command and Scripting Interpreter,USB,Critical,travel,112.135.101.231,zacharytaylor,South America,Failed
2024-05-18 10:31:29.313672,Brandon Williams,Lateral Movement,Phishing,Web,Critical,time,204.127.69.110,margaretgreen,US,Successful
2023-12-13 13:29:36.894824,Cindy Johnson,Lateral Movement,Exploitation of Vulnerability,Phishing,High,sell,41.105.88.213,davidjackson,Europe,Successful
2023-07-28 12:38:50.061998,Trevor Griffin,Discovery,Data Encrypted,Network,Medium,year,36.24.177.206,youngmiguel,Australia,Failed
2023-06-22 21:57:01.594475,Roberta Taylor,Privilege Escalation,Spearphishing Attachment,Network,High,audience,199.96.43.103,edward53,Europe,Successful
2021-04-07 07:49:01.571944,Melissa Pennington,Privilege Escalation,Data Encrypted,Email,High,son,41.158.94.222,martinbrandi,US,Failed
2022-08-21 02:22:06.657866,Kerri Jackson,Impact,Access Token Manipulation,Web,Critical,focus,171.61.42.43,sawyersean,Asia,Successful
2020-03-09 01:04:37.668706,Danny Lopez,Lateral Movement,Access Token Manipulation,USB,Medium,fight,199.131.6.146,judythompson,Asia,Successful
2021-11-28 16:19:48.459489,Julie Chambers,Credential Access,Command and Scripting Interpreter,Network,Medium,attack,84.32.10.83,abigail94,Africa,Failed
2021-01-27 21:15:57.802311,Kayla Gomez,Collection,PowerShell,Email,High,billion,154.232.127.213,ericsmith,Asia,Successful
2023-10-02 15:54:18.514953,Joel Miles,Exfiltration,Taint Shared Content,Web,Low,fast,62.182.230.7,amberanderson,US,Successful
2024-06-21 10:25:33.325232,Kevin Duke,Defense Evasion,Spearphishing Attachment,Web,Low,prevent,194.232.223.175,robertsjodi,Africa,Successful
2021-04-09 22:23:07.280935,Christopher Hines,Privilege Escalation,Access Token Manipulation,Web,High,product,101.77.3.88,mdixon,South America,Failed
2022-12-30 18:02:13.619441,Raymond Henry,Impact,Ransomware,Web,High,first,83.118.148.141,jonesjeffrey,Asia,Successful
2024-01-15 20:19:02.877625,Adam Davis,Exfiltration,Spearphishing Attachment,Network,High,our,70.221.123.67,nancy35,Europe,Successful
2024-06-11 14:13:31.400440,Paul Elliott,Execution,Network Sniffing,Phishing,Medium,seat,134.60.248.15,millertodd,US,Failed
2023-04-30 11:15:09.928935,Tiffany Garcia,Defense Evasion,Command and Scripting Interpreter,Web,Low,stand,186.126.62.228,pottsvirginia,South America,Successful
2022-02-23 16:36:01.109460,Thomas Phelps,Impact,Spearphishing Attachment,Email,Medium,or,180.234.108.64,sbrown,US,Failed
2020-01-14 16:24:33.317418,Anna Sellers,Credential Access,Exploitation of Vulnerability,Network,Low,answer,181.2.17.65,johnsonbrent,South America,Successful
2024-02-05 00:22:24.368986,Denise Lewis,Lateral Movement,Ransomware,Email,Low,maintain,73.179.79.233,christopher27,Africa,Successful
2020-07-19 05:06:06.699891,Whitney Moore,Lateral Movement,Network Sniffing,USB,Critical,sit,151.113.102.76,cavila,Asia,Failed
2020-01-25 17:42:58.885801,Jennifer Diaz,Lateral Movement,Credential Dumping,Network,High,trial,132.158.89.2,cdavis,South America,Failed
2022-05-05 07:13:07.609416,Daniel Bartlett,Persistence,Exploitation of Vulnerability,USB,Low,certain,204.100.237.216,johndouglas,Africa,Failed
2020-12-18 15:44:04.575591,Marissa Blackwell,Impact,Data Encrypted,Web,Medium,mind,98.164.170.150,harold90,Asia,Successful
2020-06-01 12:31:06.641382,Harold Lee,Impact,Ransomware,Phishing,Critical,fight,131.248.249.195,joseph78,Africa,Successful
2021-02-24 03:26:45.920509,Jose Jones,Impact,Network Sniffing,Network,Low,difference,213.137.164.199,rchambers,US,Failed
2020-01-31 18:25:59.046292,Joshua Pennington,Lateral Movement,Ransomware,USB,Medium,mouth,188.9.174.220,carlos94,US,Failed
2020-04-04 08:56:20.809083,Mary Jackson,Defense Evasion,Taint Shared Content,Web,High,then,61.181.69.13,kmitchell,Australia,Successful
2022-08-21 04:12:12.639710,Dustin Ellison,Privilege Escalation,PowerShell,Email,Medium,could,9.241.247.87,lriggs,Europe,Successful
2023-04-05 00:51:43.802024,Jeanette Tran,Execution,Command and Scripting Interpreter,Email,Low,million,169.28.144.217,francesholt,South America,Failed
2024-03-26 16:51:06.191797,Kayla Fields,Lateral Movement,Ransomware,Network,High,imagine,28.89.39.206,lewismia,Africa,Successful
2022-05-05 21:46:06.492556,Brian Wood,Discovery,Spearphishing Attachment,Email,Low,similar,78.176.190.78,tranamy,Australia,Failed
2024-10-21 01:37:00.241784,Joshua Avila,Impact,Spearphishing Attachment,Network,Low,body,161.59.193.215,pchavez,Asia,Successful
2022-10-03 10:58:28.313667,Stephanie Hicks,Exfiltration,Data Encrypted,Email,Low,Mrs,22.244.243.71,tanya00,Europe,Successful
2020-04-24 23:05:04.570244,Steven Briggs,Credential Access,Ransomware,Phishing,Low,term,31.237.165.189,angela74,US,Successful
2022-10-25 23:02:26.343045,Darrell Quinn,Execution,Exploitation of Vulnerability,Web,Medium,building,189.183.11.160,nwilson,Africa,Successful
2023-08-27 12:55:13.497191,Nicholas Sparks,Privilege Escalation,Access Token Manipulation,Phishing,High,seek,116.209.144.124,bakererica,Europe,Failed
2021-09-13 01:37:49.122931,Connie Simpson,Lateral Movement,Command and Scripting Interpreter,Email,Low,treatment,33.202.116.139,vwilliams,South America,Successful
2022-08-24 18:16:57.641238,Kathryn Greene,Privilege Escalation,Network Sniffing,USB,Low,note,195.34.189.147,hollyking,Africa,Successful
2020-06-21 08:10:40.197853,Katherine Atkinson,Defense Evasion,Network Sniffing,USB,Low,reach,185.113.177.224,sean37,Africa,Successful
2021-03-20 16:52:28.546569,John Barr,Execution,Credential Dumping,Phishing,Critical,science,189.204.238.109,christopher81,US,Failed
2020-11-26 18:18:49.285343,Ashley Wood,Initial Access,Access Token Manipulation,Phishing,High,scientist,160.76.142.12,michaeljohnson,Africa,Successful
2020-05-15 12:13:52.870073,Michael Jacobs,Execution,Spearphishing Attachment,Email,Low,make,212.245.23.141,lawrence53,US,Failed
2024-05-14 18:01:05.991055,Mr. Christopher Smith DDS,Persistence,Access Token Manipulation,USB,High,away,104.131.169.200,taylormegan,South America,Successful
2020-11-03 17:17:03.561759,Haley Clark,Credential Access,Credential Dumping,Network,Critical,herself,111.62.27.60,wguzman,Africa,Successful
2023-01-21 22:10:20.009002,Benjamin Pitts,Lateral Movement,Exploitation of Vulnerability,Web,Low,last,33.127.62.109,lauren07,Europe,Successful
2021-12-23 14:53:14.283026,Kimberly Robinson,Exfiltration,Spearphishing Attachment,Email,High,chair,106.179.71.197,wesley47,South America,Successful
2024-07-16 05:46:34.906741,Thomas Silva,Lateral Movement,Network Sniffing,USB,Low,marriage,46.213.59.85,rosechristopher,Australia,Successful
2023-12-23 09:04:25.909204,Chris Best,Execution,Network Sniffing,Email,Critical,talk,51.75.22.212,robertward,US,Successful
2020-06-04 14:19:26.842973,Edward Ramirez,Lateral Movement,Ransomware,Network,Low,window,163.53.83.144,toliver,South America,Successful
2024-10-10 06:10:01.400683,Joseph Mcknight,Initial Access,Network Sniffing,Phishing,Low,billion,153.154.181.116,madelinesmith,Europe,Successful
2022-07-26 01:08:15.869512,Maria Ray,Persistence,Credential Dumping,USB,Medium,voice,142.69.90.75,heatheranderson,Africa,Successful
2022-10-17 12:34:26.843117,Lori Gonzalez,Persistence,Access Token Manipulation,USB,High,term,18.176.149.213,eturner,Asia,Successful
2024-01-14 17:52:38.912444,Sabrina Rodriguez,Credential Access,Access Token Manipulation,Phishing,Low,experience,86.212.156.196,nicholas01,US,Failed
2020-04-11 14:11:21.872362,Kevin Adams,Execution,Exploitation of Vulnerability,USB,Medium,buy,21.105.121.22,qparsons,Europe,Failed
2023-10-20 08:13:29.623334,Deborah Clark,Persistence,Ransomware,Web,Low,structure,63.246.146.200,wilsonanna,South America,Successful
2024-01-20 23:23:57.150559,Megan Ford,Execution,Network Sniffing,Email,Low,hear,198.224.138.83,groberts,Asia,Successful
2024-10-20 20:19:39.652153,Heather Holloway,Persistence,Network Sniffing,Phishing,Low,between,83.124.27.136,georgemiller,South America,Failed
2023-07-19 02:43:46.705865,Jennifer Taylor,Defense Evasion,Network Sniffing,Network,Low,step,52.6.165.244,rachelbaldwin,Europe,Failed
2022-12-27 11:53:16.815245,Thomas Cummings,Defense Evasion,Network Sniffing,Email,Critical,someone,157.117.116.75,leonjoel,Africa,Successful
2021-07-18 18:02:46.658949,Rebecca Riley,Initial Access,Phishing,Phishing,Low,natural,223.50.47.91,jenniferturner,South America,Failed
2023-03-23 20:56:26.738687,Robin Barton,Privilege Escalation,Phishing,Email,High,heavy,178.184.202.93,stevenwagner,Australia,Successful
2022-09-14 05:47:14.777166,Kendra Cowan,Persistence,Credential Dumping,Network,High,wife,216.14.51.125,gregorybooth,Europe,Failed
2024-02-15 02:06:45.241939,Mr. Jordan Nelson,Collection,Ransomware,Network,High,involve,54.112.69.70,brenda18,Africa,Successful
2023-07-16 13:06:43.903722,Bryan Moran,Privilege Escalation,Spearphishing Attachment,Web,Low,environment,78.63.93.4,justin91,Europe,Successful
2024-01-16 03:12:26.020137,Ashley Kent MD,Discovery,Exploitation of Vulnerability,USB,High,look,150.192.79.69,donaldsonryan,Africa,Successful
2021-06-03 23:22:22.703267,Carolyn Hull,Defense Evasion,Credential Dumping,Email,Low,whom,136.141.231.194,aguilartyler,South America,Successful
2022-10-18 22:20:29.974689,Matthew Carter,Privilege Escalation,Network Sniffing,Email,Low,information,219.186.59.126,lonnie26,Africa,Failed
2024-06-28 10:37:07.783604,Debra Alvarez,Persistence,Credential Dumping,Network,High,stand,55.126.198.207,mlopez,South America,Successful
2022-08-29 21:14:07.233140,Ray Contreras,Collection,Ransomware,Email,High,understand,217.44.53.33,jonathanmeadows,Australia,Failed
2023-04-16 19:52:00.347875,Hannah Raymond,Initial Access,Spearphishing Attachment,Web,Low,civil,84.208.5.235,adam52,US,Successful
2021-02-02 06:51:10.043209,Brenda Stevens,Credential Access,Phishing,Web,Medium,sea,153.247.223.26,jamesluna,Asia,Successful
2021-06-28 19:13:02.807689,Mark Kennedy,Exfiltration,Credential Dumping,USB,High,language,56.194.145.140,pricesteven,Europe,Failed
2021-03-12 22:22:46.243021,Diane Myers,Impact,Ransomware,Web,Critical,listen,72.21.108.212,kevin83,Australia,Successful
2024-05-13 10:29:09.206487,Steven Hodge,Exfiltration,Credential Dumping,Network,High,environmental,68.233.1.47,heatherlopez,Asia,Successful
2024-02-14 06:25:22.505409,Jason Grant,Collection,Taint Shared Content,Network,High,certainly,136.95.5.32,davidnelson,Europe,Successful
2023-07-26 15:54:21.591344,Lisa Lewis,Discovery,Data Encrypted,Network,Low,until,178.189.70.67,dmartinez,South America,Successful
2021-12-09 10:05:37.822780,Maria Hall,Defense Evasion,Network Sniffing,Web,Low,western,10.12.168.146,ffinley,Australia,Failed
2022-08-04 21:05:16.843391,Cory Jacobs,Execution,Spearphishing Attachment,USB,Medium,magazine,6.187.231.56,gonzalezjesus,Europe,Successful
2021-10-12 17:03:35.856645,Terry Mills,Lateral Movement,Command and Scripting Interpreter,Web,High,you,25.29.104.151,mahoneytammy,US,Successful
2024-01-24 04:40:53.909803,Fernando Pearson,Initial Access,Credential Dumping,USB,Low,like,2.83.55.4,ufoster,Europe,Successful
2020-03-04 03:20:20.353942,Matthew Howard,Execution,PowerShell,Network,Medium,west,2.227.155.2,elizabethjohnson,US,Successful
2021-07-07 12:38:28.612878,Leslie Zavala,Privilege Escalation,Exploitation of Vulnerability,Email,Low,laugh,104.247.110.187,grosskeith,Europe,Failed
2021-03-06 14:38:19.658417,Joshua Fields,Collection,Ransomware,Phishing,Critical,miss,42.3.201.35,pholmes,Australia,Successful
2023-11-09 16:58:55.925050,Anna Brooks,Impact,Credential Dumping,Phishing,High,head,7.33.194.194,elizabethhammond,US,Failed
2021-04-19 14:45:39.682629,Jay Jackson,Discovery,Access Token Manipulation,Network,High,staff,202.151.110.149,glenda45,Africa,Failed
2022-06-13 06:08:44.393325,Katie Davis,Impact,Credential Dumping,Phishing,High,analysis,202.123.109.71,williamsjustin,Europe,Failed
2020-12-16 03:10:34.449897,Vincent Wright,Initial Access,PowerShell,Email,Medium,again,89.220.254.145,patricia17,Australia,Successful
2020-07-30 17:05:19.163934,Mrs. Tiffany Heath,Collection,PowerShell,Phishing,Medium,Democrat,18.87.97.89,woodsalisha,Australia,Successful
2023-05-06 12:14:20.057487,Lori Hamilton,Initial Access,Data Encrypted,Phishing,High,really,110.46.16.136,icarter,Africa,Successful
2020-05-09 01:17:08.428426,Ricardo Moran MD,Collection,Network Sniffing,Email,Medium,could,151.153.176.171,greenpenny,Australia,Successful
2022-09-09 18:34:00.543186,Phillip Neal,Credential Access,Ransomware,Email,Critical,whatever,9.115.9.113,watkinselizabeth,Australia,Failed
2020-04-04 09:45:49.101920,Patrick Castillo DVM,Exfiltration,Credential Dumping,Network,High,class,188.137.45.234,ununez,Africa,Successful
2023-04-24 08:46:18.044821,Victoria Campbell,Execution,Network Sniffing,Phishing,High,power,130.199.246.46,ghernandez,Asia,Failed
2024-02-16 06:36:22.888535,Lisa Hudson,Collection,Credential Dumping,Network,Low,laugh,179.78.124.222,cervantesshawn,Africa,Successful
2022-12-03 15:12:23.160877,Eric Bennett,Privilege Escalation,PowerShell,Network,Critical,leg,222.205.75.43,olewis,Europe,Successful
2020-03-24 13:46:59.593932,Adam Levine,Initial Access,Phishing,Phishing,Critical,century,99.37.209.175,ashleywinters,US,Failed
2023-04-07 07:10:42.029799,Christopher Reyes,Privilege Escalation,Credential Dumping,Network,Critical,throughout,116.123.168.133,henryshirley,US,Failed
2022-06-13 23:29:51.421497,Erika Roberts,Initial Access,Command and Scripting Interpreter,Network,Low,organization,211.230.10.173,calderonjeremy,US,Successful
2022-02-01 02:30:36.859643,Donald Davis,Defense Evasion,Phishing,Email,High,wall,47.160.248.9,christinaspencer,Asia,Failed
2021-12-20 17:12:47.031718,Jerome Donaldson,Collection,Data Encrypted,Web,Low,letter,26.20.34.172,jessicakrause,Africa,Successful
2022-03-25 09:08:13.398545,Michael Obrien,Lateral Movement,Spearphishing Attachment,USB,Medium,single,57.212.220.43,stephenjohnson,US,Failed
2023-01-09 20:21:04.810917,William Cooper,Privilege Escalation,Access Token Manipulation,Web,Low,particularly,48.238.105.219,shaun52,South America,Failed
2022-10-11 20:30:25.575947,Andrew Owens,Persistence,Command and Scripting Interpreter,Web,High,feel,73.100.144.64,kevin86,Europe,Failed
2023-10-08 04:21:44.800081,Tony Harrington,Discovery,Exploitation of Vulnerability,USB,High,form,156.251.142.145,smithkimberly,Australia,Failed
2023-10-23 21:39:06.303082,Andrew Anderson,Defense Evasion,Network Sniffing,Web,Critical,relationship,20.73.103.63,kelly28,South America,Successful
2024-08-22 03:50:59.064096,Victoria Grant,Discovery,Phishing,Email,Medium,he,40.198.0.20,jennifer35,Australia,Successful
2021-03-14 17:30:43.333156,Andrea Smith,Exfiltration,PowerShell,Phishing,Critical,experience,56.56.241.177,matthew86,Europe,Failed
2024-02-13 18:43:52.277383,Timothy Russell,Exfiltration,Exploitation of Vulnerability,Phishing,Low,yourself,201.185.55.169,mcmillanmichael,Asia,Failed
2021-09-22 18:39:24.003572,Stephen Russo,Credential Access,Network Sniffing,Email,High,everybody,81.191.200.221,lori11,Europe,Failed
2022-02-23 05:06:30.918227,Tammy Burnett,Collection,Credential Dumping,USB,Medium,author,8.42.180.10,johnsonkatie,Africa,Successful
2024-10-14 11:21:55.182296,Nancy Mills,Privilege Escalation,Credential Dumping,Network,Medium,once,40.63.255.73,rebecca27,South America,Failed
2020-03-06 08:30:22.710948,Nathan Hudson,Defense Evasion,Data Encrypted,Web,Medium,lose,25.126.197.2,michaelclark,Europe,Failed
2023-09-23 05:16:17.774108,Billy Marsh II,Privilege Escalation,Network Sniffing,Email,High,allow,125.233.203.138,mark32,Australia,Successful
2023-09-08 15:26:45.739743,Michael Kennedy,Impact,Exploitation of Vulnerability,Network,Medium,day,156.9.160.244,austinjones,South America,Successful
2021-02-05 17:44:45.453704,Elizabeth Johnson,Privilege Escalation,Spearphishing Attachment,Network,Low,manage,17.197.63.209,aacevedo,Europe,Failed
2023-12-12 13:38:12.745640,Stanley Whitehead,Collection,Exploitation of Vulnerability,Network,High,rise,126.17.198.115,michael74,Europe,Successful
2023-11-09 07:25:11.076951,Pamela Camacho,Collection,Spearphishing Attachment,Web,Medium,she,169.79.125.255,sydneyperez,Asia,Failed
2023-01-10 13:15:12.004848,Jonathan Thomas,Defense Evasion,Data Encrypted,Web,Critical,opportunity,156.255.243.9,cantuashley,Asia,Successful
2023-07-19 19:23:31.029952,Jeremy Garcia,Collection,Taint Shared Content,Email,Medium,white,16.61.90.66,brownbrian,Africa,Failed
2024-01-04 14:48:29.246391,Susan Nunez,Exfiltration,Data Encrypted,Phishing,Low,threat,5.254.31.58,murphydiane,Africa,Failed
2021-01-10 23:55:59.970464,Christopher Jimenez,Privilege Escalation,Phishing,Phishing,Critical,side,5.239.252.199,deanna83,Europe,Failed
2024-08-05 12:27:17.377792,Rebecca Kirk,Initial Access,PowerShell,USB,Medium,expect,67.229.133.126,jmartin,Australia,Successful
2024-04-04 02:27:21.121352,Lisa Winters,Defense Evasion,Access Token Manipulation,Network,Critical,either,7.37.242.5,james49,Africa,Successful
2024-03-10 22:44:07.091470,David Gonzalez,Execution,Network Sniffing,Network,Critical,wear,57.3.242.116,wnguyen,Australia,Failed
2020-06-18 15:23:27.945865,Carrie Russell,Privilege Escalation,Exploitation of Vulnerability,Email,Critical,she,60.88.38.252,ygibson,South America,Failed
2021-08-07 20:33:04.331930,Michelle Armstrong,Defense Evasion,Command and Scripting Interpreter,Network,Low,television,69.34.245.190,eterrell,US,Successful
2020-08-02 11:49:39.970425,Beth Carter,Privilege Escalation,Phishing,USB,Low,rich,174.50.195.140,abbottjames,South America,Failed
2023-04-24 09:48:22.190839,Wesley Duran,Discovery,Taint Shared Content,Web,Medium,collection,35.41.119.14,tonyareyes,Europe,Successful
2022-02-13 19:45:24.122713,Brandon Dawson,Collection,PowerShell,Web,Critical,ok,223.117.252.106,jacksonrachel,Australia,Failed
2023-07-23 01:00:23.771765,Kenneth Douglas,Discovery,Ransomware,Web,Critical,entire,135.86.190.235,upittman,US,Failed
2020-11-05 04:48:42.058548,Joel Hawkins,Execution,Taint Shared Content,Network,Critical,only,223.212.181.115,austin00,Australia,Successful
2024-06-06 10:07:27.008322,Bethany Willis,Persistence,Network Sniffing,Phishing,Low,wall,139.142.96.43,ndavis,Australia,Successful
2020-03-29 20:03:29.216655,Christy Morris,Exfiltration,Taint Shared Content,Network,Low,factor,217.89.190.184,ohughes,Asia,Successful
2021-05-16 18:49:08.869359,Christina Oconnell,Initial Access,PowerShell,Phishing,Critical,say,97.211.11.215,alexanderbarnes,Asia,Failed
2023-11-20 01:43:01.894340,Daniel Nelson,Persistence,Exploitation of Vulnerability,Web,Critical,exactly,112.161.185.137,markcox,Europe,Successful
2020-06-16 23:49:14.984974,Sharon Sanders,Discovery,Data Encrypted,Network,Critical,approach,139.73.224.66,johnsonamber,Europe,Successful
2020-06-25 21:49:53.485413,Adam Aguilar,Defense Evasion,Phishing,Email,High,article,135.3.159.89,adamslawrence,US,Successful
2022-05-28 11:19:04.124112,Heather Davis,Exfiltration,Phishing,Web,Low,book,33.124.80.99,trussell,US,Successful
2021-07-05 15:11:07.109762,Mary Thompson,Lateral Movement,Command and Scripting Interpreter,Network,High,a,121.243.10.241,sandersdonald,Asia,Failed
2020-07-27 05:30:29.555887,Nicholas Rodriguez,Defense Evasion,Credential Dumping,USB,High,meeting,18.93.67.59,joshua59,South America,Successful
2020-11-15 03:20:13.618516,Michael Dunn,Privilege Escalation,PowerShell,Email,Medium,few,152.133.113.184,cbrown,Australia,Successful
2024-08-11 17:32:09.912779,Caitlin Fox,Privilege Escalation,Access Token Manipulation,Web,Critical,always,158.83.40.11,morrisonrebecca,US,Successful
2020-04-20 05:07:28.642747,David Norton,Defense Evasion,Access Token Manipulation,USB,High,own,22.184.163.31,carolyn38,Europe,Successful
2023-04-26 15:44:07.329674,Peter Caldwell,Privilege Escalation,Exploitation of Vulnerability,Phishing,High,turn,199.204.64.208,jackhall,Australia,Failed
2024-02-22 00:06:38.743110,April Crawford,Execution,Access Token Manipulation,Network,Low,off,48.37.29.143,rhowell,US,Failed
2024-09-08 02:37:41.944193,Jasmine Smith,Exfiltration,Credential Dumping,Network,High,watch,179.34.12.172,adamsshane,Africa,Failed
2023-07-03 21:49:09.160296,Rachel Johnson,Impact,Ransomware,Web,High,pressure,181.254.197.192,ryan60,Africa,Failed
2022-06-18 16:49:39.831215,Jessica Hawkins,Privilege Escalation,Exploitation of Vulnerability,Network,High,another,85.213.51.79,tlewis,Europe,Failed
2024-01-19 02:50:06.504790,Bobby Johnson,Impact,Spearphishing Attachment,Web,Low,offer,186.185.197.181,ashleymason,Europe,Failed
2020-12-27 04:51:39.541438,Brandy Cook,Impact,Phishing,Web,High,politics,73.35.184.120,richardsmichael,Asia,Successful
2022-11-16 15:58:52.426745,Tristan Rivera,Lateral Movement,Credential Dumping,Phishing,High,sister,20.209.163.59,fthomas,Africa,Successful
2024-08-12 03:30:09.569589,Chad Garrett,Exfiltration,Spearphishing Attachment,Web,Low,author,59.48.205.51,campbelljesse,Asia,Failed
2024-03-23 14:22:40.239576,David Yoder,Execution,Spearphishing Attachment,Network,Low,score,95.230.109.37,ydonovan,Asia,Failed
2021-10-26 19:04:31.194879,Jeffrey Griffin,Credential Access,Ransomware,Phishing,Medium,want,69.183.51.138,turneramanda,US,Failed
2022-11-19 13:50:55.960070,Lisa Perez,Privilege Escalation,Taint Shared Content,Network,High,sit,150.136.111.16,amandarivera,Asia,Failed
2021-09-16 13:19:10.774260,Brian Ortiz,Impact,Command and Scripting Interpreter,USB,High,ask,163.200.211.7,brentdavis,South America,Successful
2021-02-14 16:40:25.002510,Danielle Owens,Execution,Taint Shared Content,Web,High,want,193.97.247.90,deanna61,Europe,Failed
2024-01-03 11:55:42.125782,Steven Stephens,Defense Evasion,Taint Shared Content,Web,Medium,find,11.20.255.7,mannchristopher,Africa,Failed
